started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-05-01 00:01:57.233000+00:00,2021-05-01 00:23:14.984000+00:00,1277,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-05-01 00:03:48.638000+00:00,2021-05-01 00:18:17.607000+00:00,868,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-05-01 00:05:42.446000+00:00,2021-05-01 00:15:41.746000+00:00,599,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-05-01 00:10:46.912000+00:00,2021-05-01 00:22:11.187000+00:00,684,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-05-01 00:27:25.341000+00:00,2021-05-01 02:32:35.954000+00:00,7510,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257
2021-05-01 00:52:09.071000+00:00,2021-05-01 01:02:56.798000+00:00,647,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-05-01 00:57:02.246000+00:00,2021-05-01 01:38:11.562000+00:00,2469,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-05-01 01:19:11.866000+00:00,2021-05-01 01:31:06.536000+00:00,714,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-05-01 01:25:18.882000+00:00,2021-05-01 01:34:04.862000+00:00,525,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-05-01 01:25:30.173000+00:00,2021-05-01 01:33:56.923000+00:00,506,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-05-01 01:37:39.002000+00:00,2021-05-01 01:50:29.826000+00:00,770,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-05-01 02:34:01.146000+00:00,2021-05-01 02:50:39.435000+00:00,998,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-05-01 03:02:47.028000+00:00,2021-05-01 03:12:00.141000+00:00,553,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-05-01 03:04:42.834000+00:00,2021-05-01 03:41:11.184000+00:00,2188,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-05-01 03:05:12.129000+00:00,2021-05-01 03:39:12.336000+00:00,2040,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-05-01 03:21:28.220000+00:00,2021-05-01 04:13:10.128000+00:00,3101,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-05-01 03:21:49.217000+00:00,2021-05-01 04:12:03.383000+00:00,3014,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-05-01 03:22:17.182000+00:00,2021-05-01 04:11:45.559000+00:00,2968,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-05-01 03:22:34.072000+00:00,2021-05-01 03:37:25.452000+00:00,891,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
