started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2019-07-01 00:46:41.207000+00:00,2019-07-01 01:48:20.213000+00:00,3699,340,Meadow Place,Corner of Meadow Place and Melville Drive,55.94030045743447,-3.194591930765,340,Meadow Place,Corner of Meadow Place and Melville Drive,55.94030045743447,-3.194591930765
2019-07-01 00:47:24.531000+00:00,2019-07-01 00:51:45.883000+00:00,261,340,Meadow Place,Corner of Meadow Place and Melville Drive,55.94030045743447,-3.194591930765,265,Meadows East,Melville Terrace,55.939809466328285,-3.182738850746432
2019-07-01 01:33:35.184000+00:00,2019-07-01 01:46:14.602000+00:00,759,183,Waverley Bridge,near the top of the South ramp,55.95134439884462,-3.1914209989898836,340,Meadow Place,Corner of Meadow Place and Melville Drive,55.94030045743447,-3.194591930765
2019-07-01 01:42:19.689000+00:00,2019-07-01 01:48:49.351000+00:00,389,290,Bruntsfield,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871276677,-3.206435329645956,346,Morningside Road,Corner of Morningside Road & Morningside Park by M & S car park,55.92798551356313,-3.209738736635245
2019-07-01 01:42:56.220000+00:00,2019-07-01 01:48:53.884000+00:00,357,290,Bruntsfield,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871276677,-3.206435329645956,346,Morningside Road,Corner of Morningside Road & Morningside Park by M & S car park,55.92798551356313,-3.209738736635245
2019-07-01 02:09:31.329000+00:00,2019-07-01 02:19:55.890000+00:00,624,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,868,Dundas Street,Corner of Dundas Street & Henderson Row,55.96094446922441,-3.2013869942491056
2019-07-01 02:09:35.356000+00:00,2019-07-01 02:19:38.732000+00:00,603,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,868,Dundas Street,Corner of Dundas Street & Henderson Row,55.96094446922441,-3.2013869942491056
2019-07-01 02:09:59.523000+00:00,2019-07-01 02:19:37.948000+00:00,578,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,868,Dundas Street,Corner of Dundas Street & Henderson Row,55.96094446922441,-3.2013869942491056
2019-07-01 05:23:22.076000+00:00,2019-07-01 05:44:58.031000+00:00,1295,357,Macdonald Road,Macdonald Road,55.963995150971236,-3.1851887678931234,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2019-07-01 05:23:37.919000+00:00,2019-07-01 05:36:51.196000+00:00,793,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593
