started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2020-04-01 01:41:11.814000+00:00,2020-04-01 02:28:08.128000+00:00,2816,1808,Gorgie Road,Corner with McLeod Street,55.9387414422504,-3.2299092549009023,1808,Gorgie Road,Corner with McLeod Street,55.9387414422504,-3.2299092549009023
2020-04-01 04:52:10.586000+00:00,2020-04-01 05:45:32.129000+00:00,3201,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434
2020-04-01 05:45:52.745000+00:00,2020-04-01 06:24:32.266000+00:00,2319,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.959536249717715,-3.223434402338853
2020-04-01 06:24:58.055000+00:00,2020-04-01 07:13:07.359000+00:00,2889,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.959536249717715,-3.223434402338853,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434
2020-04-01 06:50:15.745000+00:00,2020-04-01 07:05:20.319000+00:00,904,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434
2020-04-01 06:54:00.875000+00:00,2020-04-01 07:14:32.391000+00:00,1231,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434
2020-04-01 06:59:41.267000+00:00,2020-04-01 07:06:58.885000+00:00,437,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,260,Lauriston Place,near Chalmers Street,55.944771652335476,-3.1972658564195626
2020-04-01 07:03:34.928000+00:00,2020-04-01 07:09:22.455000+00:00,347,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2020-04-01 07:36:26.688000+00:00,2020-04-01 07:50:15.704000+00:00,829,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1752,IGMM - Western General,The Institute of Genetics and Molecular Medicine,55.96264210870907,-3.2319155472439434
2020-04-01 07:45:06.898000+00:00,2020-04-01 08:00:49.265000+00:00,942,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2020-04-01 07:46:26.959000+00:00,2020-04-01 08:13:04.318000+00:00,1597,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2020-04-01 07:59:35.103000+00:00,2020-04-01 08:39:03.785000+00:00,2368,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2020-04-01 08:32:23.720000+00:00,2020-04-01 08:53:22.360000+00:00,1258,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2020-04-01 08:38:03.363000+00:00,2020-04-01 08:43:49.326000+00:00,345,256,St Andrews House,beside Jacobs ladder,55.95316433242384,-3.181682340931843,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2020-04-01 08:41:12.225000+00:00,2020-04-01 08:49:47.163000+00:00,514,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2020-04-01 08:49:14.211000+00:00,2020-04-01 10:07:51.353000+00:00,4717,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2020-04-01 08:57:12.969000+00:00,2020-04-01 10:06:56.407000+00:00,4183,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2020-04-01 09:26:36.498000+00:00,2020-04-01 09:28:45.994000+00:00,129,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2020-04-01 09:42:14.020000+00:00,2020-04-01 16:11:27.115000+00:00,23353,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2020-04-01 09:43:51.112000+00:00,2020-04-01 10:38:25.921000+00:00,3274,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2020-04-01 09:45:35.048000+00:00,2020-04-01 11:21:52.833000+00:00,5777,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1098,Marchmont Crescent,Corner of Marchmont Road,55.936431918148195,-3.194150044314256
2020-04-01 09:49:14.836000+00:00,2020-04-01 10:52:13.288000+00:00,3778,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2020-04-01 09:54:35.049000+00:00,2020-04-01 11:16:13.189000+00:00,4898,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.2318471509140636,1055,Roseburn Street,On corner with Russell Gardens,55.94442555452843,-3.234497716594433
2020-04-01 09:55:02.284000+00:00,2020-04-01 11:16:31.682000+00:00,4889,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.2318471509140636,1055,Roseburn Street,On corner with Russell Gardens,55.94442555452843,-3.234497716594433
2020-04-01 10:02:40.080000+00:00,2020-04-01 10:21:40.292000+00:00,1140,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809
2020-04-01 10:03:27.901000+00:00,2020-04-01 10:25:55.745000+00:00,1347,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2020-04-01 10:19:29.367000+00:00,2020-04-01 11:04:14.873000+00:00,2685,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2020-04-01 10:19:35.003000+00:00,2020-04-01 11:04:28.328000+00:00,2693,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2020-04-01 10:27:53.669000+00:00,2020-04-01 11:25:16.933000+00:00,3443,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2020-04-01 10:32:27.496000+00:00,2020-04-01 10:41:51.998000+00:00,564,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069
2020-04-01 10:41:31.687000+00:00,2020-04-01 11:06:49.744000+00:00,1518,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2020-04-01 10:41:34.135000+00:00,2020-04-01 11:37:57.202000+00:00,3383,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2020-04-01 10:48:13.439000+00:00,2020-04-01 11:14:54.741000+00:00,1601,1747,Corstorphine Road,"Outside Silvan House, Forestry and Land Scotland",55.94166971920444,-3.271523727766862,1747,Corstorphine Road,"Outside Silvan House, Forestry and Land Scotland",55.94166971920444,-3.271523727766862
2020-04-01 11:05:57.893000+00:00,2020-04-01 11:52:22.827000+00:00,2784,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
