started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2018-10-01 01:21:40.555000+00:00,2018-10-01 01:26:57.840000+00:00,317,259,St Andrew Square,North East corner,55.95474881217642,-3.1927736686587878,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2018-10-01 04:44:47.775000+00:00,2018-10-01 04:47:27.430000+00:00,159,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2018-10-01 04:45:03.548000+00:00,2018-10-01 05:14:10.466000+00:00,1746,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785,265,Meadows East,Melville Terrace,55.939809466328285,-3.182738850746432
2018-10-01 04:53:03.261000+00:00,2018-10-01 04:58:42.537000+00:00,339,255,Kings Buildings 4,X-Y Cafe,55.92200087060626,-3.1769018141649212,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2018-10-01 05:01:40.443000+00:00,2018-10-01 05:15:36.416000+00:00,835,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809,265,Meadows East,Melville Terrace,55.939809466328285,-3.182738850746432
2018-10-01 05:11:01.537000+00:00,2018-10-01 05:22:27.201000+00:00,685,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,250,Victoria Quay,Entrance to Scottish Government Office,55.977637787726984,-3.174115590621568
2018-10-01 05:38:50.062000+00:00,2018-10-01 05:45:17.345000+00:00,387,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.960929747664,-3.1810053147805775,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903
2018-10-01 06:19:11.895000+00:00,2018-10-01 06:31:44.031000+00:00,752,250,Victoria Quay,Entrance to Scottish Government Office,55.977637787726984,-3.174115590621568,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2018-10-01 06:59:51.263000+00:00,2018-10-01 07:30:18.113000+00:00,1826,257,Portobello,Edinburgh Leisure Tumbles Centre,55.957004308392506,-3.1168881187301167,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2018-10-01 07:14:19.890000+00:00,2018-10-01 07:30:09.449000+00:00,949,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357,250,Victoria Quay,Entrance to Scottish Government Office,55.977637787726984,-3.174115590621568
2018-10-01 07:24:31.109000+00:00,2018-10-01 07:35:01.460000+00:00,630,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,260,Lauriston Place,near Chalmers Street,55.944771652335476,-3.1972658564195626
2018-10-01 07:27:33.605000+00:00,2018-10-01 07:41:29.495000+00:00,835,250,Victoria Quay,Entrance to Scottish Government Office,55.977637787726984,-3.174115590621568,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.960929747664,-3.1810053147805775
2018-10-01 07:32:41.624000+00:00,2018-10-01 07:49:42.094000+00:00,1020,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,259,St Andrew Square,North East corner,55.95474881217642,-3.1927736686587878
2018-10-01 07:38:17.364000+00:00,2018-10-01 07:54:35.901000+00:00,978,259,St Andrew Square,North East corner,55.95474881217642,-3.1927736686587878,250,Victoria Quay,Entrance to Scottish Government Office,55.977637787726984,-3.174115590621568
2018-10-01 08:07:39.153000+00:00,2018-10-01 08:30:36.580000+00:00,1377,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809
2018-10-01 08:21:30.191000+00:00,2018-10-01 08:31:42.543000+00:00,612,266,Victoria Park,Near Craighall Road,55.97424715757633,-3.1944823421042656,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.960929747664,-3.1810053147805775
2018-10-01 08:41:57.716000+00:00,2018-10-01 08:50:34.650000+00:00,516,265,Meadows East,Melville Terrace,55.939809466328285,-3.182738850746432,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2018-10-01 08:53:41.204000+00:00,2018-10-01 09:04:04.465000+00:00,623,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2018-10-01 09:00:54.031000+00:00,2018-10-01 09:14:21.300000+00:00,807,264,Pollock Halls,Pollock Halls Entrance,55.939963469723715,-3.1715859343115653,171,George Square,"George Square, south side in front of University library",55.94308406301113,-3.1883110727223993
2018-10-01 09:14:18.314000+00:00,2018-10-01 09:48:48.989000+00:00,2070,266,Victoria Park,Near Craighall Road,55.97424715757633,-3.1944823421042656,171,George Square,"George Square, south side in front of University library",55.94308406301113,-3.1883110727223993
2018-10-01 09:15:18.580000+00:00,2018-10-01 09:25:19.720000+00:00,601,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,171,George Square,"George Square, south side in front of University library",55.94308406301113,-3.1883110727223993
2018-10-01 09:38:09.442000+00:00,2018-10-01 09:41:15.404000+00:00,185,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809
2018-10-01 09:44:50.392000+00:00,2018-10-01 10:10:31.198000+00:00,1540,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,266,Victoria Park,Near Craighall Road,55.97424715757633,-3.1944823421042656
2018-10-01 09:48:35.032000+00:00,2018-10-01 09:51:08.617000+00:00,153,264,Pollock Halls,Pollock Halls Entrance,55.939963469723715,-3.1715859343115653,264,Pollock Halls,Pollock Halls Entrance,55.939963469723715,-3.1715859343115653
