started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-03-01 00:38:51.866000+00:00,2021-03-01 01:32:45.888000+00:00,3234,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-03-01 00:39:04.734000+00:00,2021-03-01 01:31:59.974000+00:00,3175,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-03-01 00:46:37.361000+00:00,2021-03-01 00:49:37.179000+00:00,179,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-03-01 00:47:11.837000+00:00,2021-03-01 01:23:21.112000+00:00,2169,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-03-01 01:33:35.817000+00:00,2021-03-01 01:58:18.033000+00:00,1482,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-03-01 01:33:47.537000+00:00,2021-03-01 01:56:41.451000+00:00,1373,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-03-01 01:58:01.901000+00:00,2021-03-01 02:31:04.780000+00:00,1982,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-03-01 02:01:06.481000+00:00,2021-03-01 02:30:46.960000+00:00,1780,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-03-01 02:34:38.832000+00:00,2021-03-01 03:14:11.082000+00:00,2372,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-03-01 02:38:23.620000+00:00,2021-03-01 03:01:47.632000+00:00,1404,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-03-01 02:39:39.298000+00:00,2021-03-01 03:37:51.983000+00:00,3492,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
